old_name	new_name	occurrences	first_seen	note
ÉchecDeRelance	RetryFailure	1	src/components/tri/relance.tsx:267	
échecs	failures	2	scripts/vignettes-premier-plan.ts:321	
échelle	scale	1	src/components/clip/apercu-sortie.tsx:71	
échouer	fail	1	tests/server/run.test.ts:51	
ÉCLATÉ	BURST	1	tests/server/candidates.test.ts:1273	
écoulées	elapsed	1	src/components/tri/avancement.tsx:346	
EcranDeClip	ClipScreen	1	src/components/clip/ecran-clip.tsx:66	
EcranDeProjet	ProjectScreen	2	src/components/tri/ecran-projet.tsx:41	
écrêtés	clipped	1	src/server/steps/candidates.ts:854	
ecrire	write	5	src/components/clip/ecran-clip.tsx:221	
Ecrire	Write	2	src/components/clip/champs-textes.tsx:264	
écrire	write	5	src/components/clip/champs-textes.tsx:145	
écrireAnalyse	writeAnalysis	1	tests/server/clip-framing.test.ts:59	
écrireArtefact	writeArtifact	1	src/server/steps/candidates.ts:1753	
écrireEmpreinte	writeFingerprint	1	src/server/steps/render.ts:620	
écrireFichier	writeFile	1	src/server/steps/render.ts:1115	
ecrireRef	writeRef	1	src/lib/enregistrement.ts:273	
écrireRef	writeRef	1	src/components/clip/champs-textes.tsx:162	
écrireSessionTri	writeSessionReview	1	src/components/tri/session.ts:138	
écrireStatut	writeStatus	1	src/server/run.ts:487	
écrireTexteDePublication	publicationWriteText	1	src/server/steps/render.ts:1152	
écrireTranscript	writeTranscript	1	tests/server/empreinte.test.ts:178	
écrireTranscriptRepli	writeTranscriptFallback	1	tests/server/empreinte.test.ts:189	
ecrireUnTitre	writeATitle	2	tests/lib/enregistrement-auto.test.tsx:521	
écrit	written	4	src/app/api/clips/[id]/route.ts:150	
ecritureEnCours	writeInCurrent	2	src/components/clip/panneau-export.tsx:43	
ecritureEnEchec	writeInFailure	2	src/components/clip/panneau-export.tsx:44	
ÉcritureOrdonnée	WriteOrdered	1	src/server/db.ts:895	
ecrituresEnVol	writesInFlight	1	src/components/clip/ecran-clip.tsx:206	
éditable	editable	1	tests/components/tri/raccourcis.test.tsx:42	
editeur	editor	20	src/components/clip/ecran-clip.tsx:68	
édition	edit	1	src/app/api/clips/[id]/route.ts:116	
ÉDITION	EDIT	1	src/app/api/clips/[id]/route.ts:41	
effacerArtefact	eraseArtifact	1	src/server/steps/candidates.ts:1739	
effectif	effective	4	src/components/clip/apercu-sortie.tsx:108	
effet	effect	3	src/components/clip/raccourcis.tsx:173	
élargis	widened	1	scripts/mesure-premier-plan.ts:240	
élément	element	1	src/components/tri/fil.tsx:166	
élémentDeListe	listElement	1	src/server/vues.ts:67	
émettre	emit	2	src/server/steps/analysis.ts:595	
émission	show	8	scripts/mesure-ratios.ts:537	
Émission	Show	1	scripts/mesure-ratios.ts:502	
émissions	shows	2	scripts/mesure-ratios.ts:579	
empan	span	9	scripts/mesure-ratios.ts:1026	
Empan	Span	1	src/core/framing.ts:678	
empanFiltré	spanFilter	1	scripts/vignettes-premier-plan.ts:141	
empans	measurements	4	scripts/mesure-ratios.ts:555	
empans	spans	2	scripts/mesure-premier-plan.ts:179	
empansDe	spans	1	scripts/mesure-ratios.ts:414	
empêché	prevented	1	tests/components/clip/raccourcis.test.tsx:106	
empêchement	prevention	1	src/components/clip/panneau-export.tsx:133	
empiler	pushUndo	1	src/components/tri/fil.tsx:199	
empilés	stacked	1	tests/server/sources.test.ts:68	
empreinte	fingerprint	20	src/components/clip/panneau-export.tsx:41	
Empreinte	Fingerprint	1	src/server/steps/ingest.ts:37	
EMPREINTE_HEX	FINGERPRINT_HEX	1	src/server/vignettes-sources.ts:127	
empreinteÀJour	fingerprintToDay	1	src/server/steps/render.ts:737	
empreinteAvec	fingerprintWith	1	tests/server/render.test.ts:179	
empreinteDuRendu	renderFingerprint	2	src/components/clip/ecran-clip.tsx:148	
EmpreinteRendu	FingerprintRender	1	src/server/steps/render.ts:328	
empreinteSource	fingerprintSource	1	src/server/steps/ingest.ts:53	
enAttente	inWait	1	src/lib/enregistrement.ts:231	
enchainer	chain	1	tests/lib/enregistrement-auto.test.tsx:94	
enchaîner	chain	1	src/core/ffmpeg/args.ts:363	
encodages	encodings	1	tests/server/empreinte.test.ts:42	
encodeur	encoder	2	src/server/steps/render.ts:1359	
encodeurProxy	encoderProxy	1	src/server/steps/proxy.ts:45	
enCours	inCurrent	17	src/components/tri/relance.tsx:49	
enDossier	inFolder	1	tests/scripts/dev-commun.test.ts:69	
enEchec	inFailure	6	src/components/clip/champs-textes.tsx:50	
enfant	child	1	tests/core/erreurs.test.ts:83	
enFile	inFile	1	src/server/vignettes-sources.ts:340	
enGlissade	inSlide	1	src/store/editor.ts:53	
enJeu	inSet	1	src/server/steps/candidates.ts:1225	
enLecture	inPlayback	4	src/components/clip/clip-player.tsx:121	
enOctets	inOctets	1	src/server/steps/ingest.ts:428	
enPause	inPause	1	tests/components/clip/clip-player.test.tsx:29	
enPixels	inPixels	1	tests/server/analysis.test.ts:50	
enregistrement	autosave	3	src/components/clip/ecran-clip.tsx:165	
enSouffrance	inDistress	1	src/server/vignettes-sources.ts:268	
entete	header	3	src/components/tri/fil.tsx:71	
entête	header	1	scripts/mesure-ratios.ts:581	
enTête	inHead	1	src/server/octets.ts:249	
entêtes	headers	2	src/server/octets.ts:217	
entrant	incoming	1	tests/core/candidates.test.ts:78	
ENTRE_GUILLEMETS	BETWEEN_QUOTES	1	src/core/erreurs.ts:41	
ENTRE_NOUS	BETWEEN_US	1	tests/core/transcript.test.ts:278	
entree	entry	3	tests/core/edl.test.ts:46	
entrée	entry	7	src/core/ffmpeg/args.ts:350	
entrées	entries	5	src/core/ffmpeg/args.ts:607	
ENTRÉES_DÉTAIL	ENTRIES_DETAIL	1	tests/core/gemini.test.ts:112	
EntréeSidecar	EntrySidecar	1	src/server/run.ts:201	
enUsage	inUsage	2	tests/server/ingest.test.ts:265	
envDépart	envStart	11	tests/scripts/dev-commun.test.ts:23	
enveloppe	envelope	29	tests/components/clip/ecran-clip.test.tsx:100	
Enveloppe	Envelope	2	tests/components/sources/library-screen.test.tsx:105	
Environnement	Environment	1	src/server/secrets.ts:105	
environnementDétection	environmentDetection	1	src/server/steps/analysis.ts:349	
environnementWorker	environmentWorker	1	src/server/steps/transcript.ts:98	
envois	send	3	tests/lib/enregistrement-auto.test.tsx:477	
enVol	inFlight	3	src/lib/queries.ts:248	
envoyé	sent	1	src/components/clip/champs-textes.tsx:156	
epaisseur	thickness	1	src/core/captions/ass.ts:239	
épinglé	pinned	2	tests/core/framing.test.ts:545	
épuré	cleaned	2	tests/core/erreurs.test.ts:13	
épurerChemins	cleanPaths	1	src/core/erreurs.ts:194	
épurerMandataire	cleanProxy	1	src/server/steps/transcript.ts:192	
épurerRéférenceNue	cleanReferenceBare	1	src/core/erreurs.ts:147	
erreur	error	50	scripts/dev-ingest.ts:100	
ErreurHttp	ErrorHttp	1	src/server/http.ts:27	
erreurs	errors	3	tests/core/etapes.test.ts:42	
erreursDePureté	purityErrors	1	tests/core/purete.test.ts:38	
espion	spy	7	tests/components/tri/fil.test.tsx:196	
essais	attempts	12	tests/server/candidates.test.ts:186	
estAbsolu	estAbsolute	1	src/core/erreurs.ts:31	
estCible	estTarget	1	scripts/dev-run.ts:22	
estEcarte	estDiscarded	1	src/core/parcours.ts:33	
estGarde	estGuard	1	src/core/parcours.ts:29	
estLaDerniere	estLast	1	src/lib/enregistrement.ts:309	
estPassagère	estTransient	1	src/server/steps/candidates.ts:441	
estRéférence	estReference	1	src/server/secrets.ts:128	
estUneAbsence	estAAbsence	1	src/server/octets.ts:40	
estUnMoignon	estAStub	1	src/server/sources.ts:158	
étalé	spread	1	scripts/vignettes-premier-plan.ts:167	
etape	step	1	src/components/parcours/app-bar.tsx:62	
étape	step	6	src/core/ffmpeg/args.ts:370	
Étape	Step	1	src/core/ffmpeg/args.ts:350	
ÉtapeDécrite	StepDescribed	1	src/core/parcours.ts:165	
ÉtapeDuGraphe	GraphStep	1	tests/server/contrat.test.ts:3	
etapes	steps	1	tests/components/tri/avancement.test.tsx:101	
étapes	steps	9	src/core/ffmpeg/args.ts:366	
Étapes	Steps	1	src/server/run.ts:610	
ÉTAPES	STEPS	2	src/core/parcours.ts:208	
étapesFactices	stepsFake	1	tests/server/run.test.ts:51	
etapesQuiPendent	stepsWhichPending	1	tests/server/run.test.ts:723	
etat	state	18	src/components/clip/clip-player.tsx:243	
état	state	15	scripts/vignettes-premier-plan.ts:340	
étatDÉtape	stateDStep	1	src/components/tri/avancement.tsx:259	
ÉtatDÉtape	StateDStep	1	src/components/tri/avancement.tsx:251	
ÉtatDeTri	ReviewState	1	src/components/tri/session.ts:25	
EtatEditeur	StateEditor	1	src/store/editor.ts:46	
EtatEnregistrement	AutosaveState	1	src/lib/enregistrement.ts:24	
EtatLecture	StatePlayback	1	src/components/clip/lecture.ts:57	
ÉtatRepérage	StateDetection	1	src/server/run.ts:437	
etendait	extended	1	src/components/clip/transcript-surface.tsx:469	
etendre	extend	4	src/components/clip/transcript-surface.tsx:70	
etendreSelection	extendSelection	2	src/store/editor.ts:90	
étendue	extent	9	scripts/vignettes-cadrage.ts:217	
Étendue	Extent	2	src/server/steps/candidates.ts:828	
étendueDepuisArtefact	extentSinceArtifact	1	src/server/vues.ts:218	
étendueDuTranscript	transcriptExtent	1	src/server/steps/candidates.ts:885	
étendueOrigine	extentOrigin	1	src/server/vues.ts:208	
étendues	extents	4	src/core/transcript.ts:187	
étiquette	tag	4	scripts/dev-commun.ts:79	
étroit	narrow	2	tests/core/framing.test.ts:1083	
évaluer	evaluate	1	tests/worker/detect.test.ts:41	
événement	event	5	src/components/tri/candidate-card.tsx:241	
exclusifs	exclusive	1	tests/core/library.test.ts:227	
exécuter	execute	1	src/server/run.ts:844	
exécuterÉtape	executeStep	1	src/server/run.ts:1011	
exécution	execution	5	src/server/run.ts:141	
Exécution	Execution	1	src/server/run.ts:69	
ExécutionEnCoursError	ExecutionInCurrentError	1	src/server/run.ts:99	
exécutions	executions	1	tests/lib/parcours.test.ts:77	
exigerSecret	requireSecret	1	src/server/secrets.ts:252	
existait	existed	1	src/server/paths.ts:232	
existants	existing	1	src/server/steps/candidates.ts:1076	
existe	exists	2	src/server/steps/render.ts:777	
existeVrai	existsTrue	1	tests/core/etapes.test.ts:45	
exportComplet	exportComplete	1	tests/lib/queries.test.tsx:51	
EXTENSIONS_DE_POLICE	FONT_EXTENSIONS	1	src/server/steps/render.ts:483	
EXTENSIONS_VIDÉO	EXTENSIONS_VIDEO	1	src/server/sources.ts:61	
extraire	extract	9	src/server/vignettes-sources.ts:219	
extraireAvecFfmpeg	extractWithFfmpeg	1	src/server/vignettes-sources.ts:474	
extraireOk	extractOk	1	tests/server/vignettes-sources.test.ts:61	
factices	fake	1	tests/server/run.test.ts:724	
fait	done	3	src/core/pipeline.ts:75	
faites	made	2	tests/components/tri/avancement.test.tsx:22	
faux	fake	6	tests/components/sources/library-screen.test.tsx:84	
fenêtre	window	3	src/core/gemini/parse.ts:200	
fenêtres	windows	10	scripts/mesure-premier-plan.ts:258	
FENÊTRES	WINDOWS	1	tests/server/candidates.test.ts:1272	
fermer	close	1	src/server/arret.ts:22	
fichier	file	34	scripts/dev-commun.ts:34	
fige	frozen	1	src/components/clip/crop-picker.tsx:143	
figé	frozen	1	src/components/tri/fil.tsx:526	
fil	feed	1	src/components/parcours/app-bar.tsx:41	
FilDeTri	ReviewFeed	1	src/components/tri/fil.tsx:62	
filtres	filters	2	scripts/vignettes-cadrage.ts:150	
finBarre	finBar	1	scripts/dev-commun.ts:95	
finBrut	finRaw	1	src/core/range.ts:72	
finDAnalyse	finDAnalysis	1	src/components/sources/announce.ts:67	
finDe	waitForExit	1	tests/server/ffmpeg.test.ts:319	
FinDeBoucle	BoucleFin	1	src/components/tri/fin-de-boucle.tsx:31	
fini	done	2	scripts/dev-commun.ts:124	
finir	finish	1	src/server/ffmpeg.ts:399	
FINS_SANS_REFUS	ENDS_WITHOUT_REJECTION	1	src/server/steps/candidates.ts:201	
fixe	fixed	1	tests/core/framing.test.ts:372	
FLECHES	ARROWS	1	src/components/clip/raccourcis.tsx:32	
flux	stream	4	src/server/ffprobe.ts:75	
fluxWeb	streamWeb	1	src/server/octets.ts:89	
focaliser	focus	3	src/components/tri/fil.tsx:178	
fond	background	1	src/core/captions/ass.ts:246	
force	force	31	scripts/dev-ingest.ts:23	
force	forced	1	src/core/graph.ts:74	
forcéEnAmont	forcedInUpstream	1	src/core/graph.ts:87	
forcées	forcedSet	1	src/core/graph.ts:76	
forceId	forcedId	1	src/components/publication/publish-dialog.tsx:295	
formatTaille	formatSize	1	src/server/steps/analysis.ts:364	
forme	shape	2	tests/server/render.test.ts:170	
FormeRendue	ShapeRendered	1	src/server/steps/render.ts:286	
fractionDuPointeur	pointerFraction	1	src/components/clip/crop-picker.tsx:149	
fraiche	fresh	1	tests/server/ingest.test.ts:253	
frontières	boundaries	1	src/core/shots.ts:170	
fstypeDe	fstype	1	src/server/sources.ts:275	
fstypeDeMontage	editingFstype	1	src/server/sources.ts:243	
fusion	merge	1	tests/server/db.test.ts:576	
fusionnées	merged	1	src/core/transcript.ts:174	
futur	future	1	tests/server/clip-framing.test.ts:249	
gagnant	winner	12	src/lib/enregistrement.ts:120	
garde	guard	2	src/components/tri/candidate-card.tsx:81	
gardé	guard	1	tests/components/tri/fil.test.tsx:226	
gardées	kept	4	scripts/mesure-ratios.ts:875	
garder	keep	1	src/components/tri/raccourcis.ts:89	
gardes	guards	8	src/components/clip/ecran-clip.tsx:252	
gauche	left	7	src/components/clip/crop-picker.tsx:139	
geistSans	geistWithout	1	src/app/layout.tsx:6	
gelé	frozen	2	tests/components/clip/transcript-surface.test.tsx:148	
gens	people	1	tests/core/framing.test.ts:949	
GENS	PEOPLE	1	tests/core/framing.test.ts:233	
geste	gesture	1	tests/lib/enregistrement-auto.test.tsx:111	
GesteMot	GestureWord	1	src/components/clip/geste-mot.ts:22	
gesteSurMotBarré	gestureOnWordBar	1	src/components/clip/geste-mot.ts:35	
gestionnaire	handler	1	src/server/http.ts:92	
getCandidats	getCandidates	1	tests/server/api.test.ts:8	
getProjet	getProject	1	tests/server/api.test.ts:9	
getRéglages	getSettings	1	src/server/db.ts:628	
glisse	dragged	1	src/components/clip/transcript-surface.tsx:464	
GLOBALES	GLOBAL	1	src/core/ffmpeg/args.ts:42	
graphe	graph	11	src/core/ffmpeg/args.ts:364	
GRAPPES	CLUSTERS	1	tests/server/candidates.test.ts:1270	
grille	grid	1	src/components/tri/fil.tsx:99	
GrilleEnAttente	PendingGrid	1	src/components/tri/ecran-projet.tsx:357	
grilleVide	gridEmpty	1	src/components/tri/modele.ts:218	
harnais	harness	3	tests/components/sources/library-screen.test.tsx:98	
Harnais	Harness	3	tests/components/clip/raccourcis.test.tsx:37	
haut	top	10	scripts/vignettes-cadrage.ts:206	
HAUT_DE_BANDE	STRIP_TOP	1	src/server/steps/render.ts:839	
hautDeBande	stripTop	1	src/server/steps/render.ts:962	
hérité	inherited	1	src/server/steps/transcript.ts:102	
hésite	hesitates	1	scripts/vignettes-premier-plan.ts:290	
heures	hours	1	src/core/captions/ass.ts:158	
HEX_COULEUR	HEX_COLOR	1	src/core/captions/ass.ts:87	
histogramme	histogram	1	scripts/mesure-premier-plan.ts:137	
historique	history	5	src/store/editor.ts:48	
hôte	host	2	tests/components/tri/raccourcis.test.tsx:23	
humains	humans	1	src/core/candidates.ts:55	
I_AVEC_FILTRE	I_WITH_FILTER	1	scripts/mesure-premier-plan.ts:66	
I_SANS_FILTRE	I_WITHOUT_FILTER	1	scripts/mesure-premier-plan.ts:65	
iAnalyse	iAnalysis	1	scripts/mesure-premier-plan.ts:272	
ici	here	1	src/lib/parcours.ts:129	
icone	icon	1	src/components/sources/ligne-montage.tsx:38	
identifiant	identifier	1	src/components/clip/champs-textes.tsx:52	
Identiques	Identical	1	tests/server/contrat.test.ts:28	
identités	identities	1	src/components/tri/fil.tsx:525	
identitésDeMarques	markersIdentities	1	src/server/steps/render.ts:527	
idsPourVue	idsForView	1	src/components/tri/modele.ts:77	
idsPris	idsTaken	1	src/server/steps/candidates.ts:1462	
iInstants	iMoments	1	scripts/mesure-ratios.ts:1089	
illisible	unreadable	1	tests/server/api.test.ts:1451	
imageSuivante	imageNext	1	tests/components/clip/transcript-surface.test.tsx:76	
imbriques	nested	1	tests/core/transcript.test.ts:544	
inconnue	unknown	2	tests/core/parcours.test.ts:101	
inconnues	unknown	1	scripts/dev-run.ts:42	
incrusté	burnedIn	2	tests/server/render.test.ts:514	
incrustées	burnedIn	1	src/server/steps/render.ts:654	
incrustés	burnedIn	2	src/server/steps/render.ts:541	
indifférents	indifferent	1	tests/server/render.test.ts:475	
ingéré	ingested	1	tests/server/run.test.ts:567	
ingérerOuExpliquer	ingestOrExplain	1	src/server/steps/ingest.ts:442	
ingestionNécessaire	ingestionNecessary	1	src/server/run.ts:838	
inscrites	registered	1	src/core/graph.ts:103	
insérer	insert	1	src/server/db.ts:1038	
INSÉRER_CLIP	INSERT_CLIP	1	src/server/db.ts:809	
instant	moment	1	src/server/thumbs.ts:88	
instants	moments	2	scripts/mesure-ratios.ts:1071	
instantsQuiÉlargissent	momentsWhichWiden	1	scripts/mesure-ratios.ts:987	
instantVignette	momentVignette	1	src/server/thumbs.ts:57	
instantVignetteSource	momentVignetteSource	1	src/server/vignettes-sources.ts:200	
interdites	forbidden	1	tests/server/candidates.test.ts:929	
INTERDITS	FORBIDDEN	1	tests/core/purete.test.ts:43	
intervalle	interval	1	src/server/vues.ts:297	
Intervalle	Interval	1	src/components/clip/lecture.ts:28	
intervalles	intervals	3	src/core/framing.ts:917	
introuvable	notFound	1	src/server/http.ts:38	
invalide	invalid	14	tests/lib/queries-relance.test.tsx:32	
jamais	never	4	tests/server/candidates.test.ts:224	
jamaisNotées	neverNoted	1	src/server/steps/candidates.ts:789	
jeton	token	6	src/lib/queries.ts:272	
jetonDuGeste	gestureToken	1	src/lib/queries.ts:197	
jetons	tokens	3	src/server/db.ts:869	
JetonsClip	TokensClip	1	src/server/db.ts:855	
jour	day	1	src/core/pipeline.ts:39	
journal	log	4	src/server/ffmpeg.ts:365	
Journal	Log	1	src/server/ffmpeg.ts:91	
journaliser	shouldLog	2	src/server/steps/analysis.ts:592	
journaliserBilan	logSummary	1	src/server/steps/candidates.ts:1281	
jusquÀLaFenêtreSeule	untilToWindowOnly	1	src/server/steps/candidates.ts:1260	
juste	just	1	tests/worker/detect.test.ts:357	
laisserFinir	leaveFinish	1	tests/server/api.test.ts:98	
lancement	launched	1	src/app/api/projects/[id]/run/route.ts:75	
lancer	launch	3	src/components/clip/panneau-export.tsx:144	
lancerRoute	launchRoute	1	tests/server/api.test.ts:1248	
lancerWorker	launchWorker	2	src/server/steps/analysis.ts:571	
large	wide	5	scripts/mesure-ratios.ts:458	
larges	wide	1	scripts/vignettes-premier-plan.ts:303	
largeur	width	12	scripts/mesure-ratios.ts:349	
LARGEUR_MINIMALE	WIDTH_MINIMUM	1	src/server/steps/render.ts:869	
largeurRatio	widthRatio	2	src/server/steps/render.ts:879	
largeurs	widths	1	scripts/mesure-premier-plan.ts:182	
LE_PLUS_LARGE	WIDEST	1	src/core/framing.ts:790	
lecteur	player	3	src/components/clip/clip-player.tsx:38	
Lecteur	Player	1	src/components/clip/clip-player.tsx:20	
LecteurDeSecret	SecretPlayer	1	src/server/secrets.ts:95	
lecteurFactice	playerFake	1	tests/server/secrets.test.ts:20	
lectureOuPause	playbackOrPause	2	src/components/clip/raccourcis.tsx:89	
lectures	reads	1	src/server/secrets.ts:301	
légal	legal	1	src/core/framing.ts:909	
leRenduEstPérimé	renderEstStale	1	src/server/steps/render.ts:1827	
lesMarquesOntBougé	markersHaveMoved	1	src/server/steps/render.ts:646	
lesPlusLarges	moreWide	1	scripts/vignettes-premier-plan.ts:185	
leverSiBloquée	leverIfBlocked	1	src/server/steps/candidates.ts:412	
libelle	label	8	src/components/tri/avancement.tsx:95	
libellé	label	2	src/components/clip/panneau-export.tsx:580	
LIBELLES_ETAPES	LABELS_STEPS	1	src/core/parcours.ts:180	
LIBELLES_ÉTAT	LABELS_STATE	1	src/components/tri/avancement.tsx:253	
LIBELLES_STATUT	LABELS_STATUS	1	src/lib/clip-status.ts:24	
LIBELLES_VIDE	LABELS_EMPTY	1	src/components/tri/fil.tsx:485	
libérer	release	2	tests/components/clip/panneau-export.test.tsx:210	
lien	link	4	src/components/tri/fil.tsx:256	
lienClip	linkClip	1	src/lib/parcours.ts:69	
lienProjet	linkProject	1	src/lib/parcours.ts:47	
ligne	line	30	scripts/dev-run.ts:65	
LIGNE_STATS	LINE_STATS	1	src/server/ffmpeg.ts:42	
LigneClip	LineClip	1	src/server/db.ts:723	
ligneCurseur	lineCursor	1	src/components/clip/transcript-surface.tsx:208	
ligneDepuisClip	lineSinceClip	1	src/server/db.ts:793	
ligneDeStyle	styleLine	1	tests/core/captions.test.ts:22	
ligneDuMot	wordLine	1	src/components/clip/transcript-surface.tsx:376	
ligneInitiale	lineInitial	3	src/components/clip/transcript-surface.tsx:54	
LigneMontage	EditingLine	1	src/components/sources/ligne-montage.tsx:31	
ligneRépartition	lineDistribution	1	scripts/mesure-ratios.ts:477	
lignes	lines	16	src/components/clip/panneau-export.tsx:538	
lignes	raw	1	tests/components/clip/transcript-surface.test.tsx:54	
LIGNES	LINES	1	tests/components/show/transcript-panel.test.tsx:55	
lignesAutourDuClip	clipLinesAround	1	src/server/vues.ts:269	
lignesDuTranscript	transcriptLines	1	src/server/vues.ts:143	
lignesIndexees	linesIndexed	1	src/components/clip/ecran-clip.tsx:115	
lignesRef	linesRef	1	src/components/clip/transcript-surface.tsx:189	
lines	indexed	1	tests/lib/editing.test.ts:65	déjà anglais avant le balayage — déplacé par collision avec lignes→lines (la variable englobante lue sur la même ligne), jamais candidat à une traduction
lireAnalyse	lireAnalysis	1	src/server/steps/analysis.ts:228	
lireDansOnePassword	lireInOnePassword	1	src/server/secrets.ts:139	
lireEmpreinte	lireFingerprint	1	src/server/steps/render.ts:581	
lireJetons	lireTokens	1	src/server/db.ts:857	
lireSessionTri	lireSessionReview	1	src/components/tri/session.ts:91	
lireStatut	lireStatus	1	src/server/run.ts:573	
lireVrai	lireTrue	1	tests/core/etapes.test.ts:44	
lisible	readable	2	src/server/vignettes-sources.ts:134	
lisibles	readable	1	src/core/gemini/parse.ts:311	
liste	list	14	scripts/vignettes-premier-plan.ts:167	
ListeDesSorties	OutputsList	1	src/components/clip/panneau-export.tsx:402	
listeInconnue	listUnknown	1	src/components/tri/ecran-projet.tsx:82	
listerProjets	listProjects	1	tests/server/api.test.ts:13	
listerSources	listSources	2	src/server/sources.ts:301	
listes	lists	1	tests/lib/parcours.test.ts:79	
livraisonÀJour	deliveryToDay	1	src/server/rendus.ts:143	
livres	delivered	1	src/components/clip/panneau-export.tsx:119	
longs	long	1	tests/components/clip/lecture.test.ts:44	
longue	long	1	tests/components/tri/avancement.test.tsx:139	
longueur	length	3	scripts/mesure-premier-plan.ts:258	
LookDesSousTitres	CaptionsLook	1	src/server/steps/render.ts:411	
lot	batch	6	src/server/steps/candidates.ts:1213	
LOT_NOTATION_PAR_DÉFAUT	BATCH_NOTATION_BY_DEFAULT	1	src/server/steps/candidates.ts:85	
lots	batches	13	src/components/tri/modele.ts:159	
lotsRefusés	batchesRejected	1	src/server/steps/candidates.ts:805	
lotsRépondus	batchesResponded	1	src/server/steps/candidates.ts:807	
lus	read	2	src/server/db.ts:863	
maintenant	now	2	src/lib/queries.ts:198	
MANDATAIRES	PROXIES	1	src/server/steps/transcript.ts:177	
marge	margin	9	scripts/mesure-ratios.ts:632	
MARGE	MARGIN	1	src/server/steps/render.ts:842	
MARGE_BASSE	MARGIN_LOW	1	src/core/captions/ass.ts:65	
MARGE_FERMETURE	MARGIN_CLOSING	1	src/server/vignettes-sources.ts:211	
MARGES	MARGINS	1	scripts/mesure-ratios.ts:116	
marque	marker	2	src/server/ffmpeg.ts:559	
Marque	Marker	1	src/components/tri/avancement.tsx:270	
MARQUE_TEMPS	MARKER_TIME	1	src/server/ffmpeg.ts:54	
MarqueNative	MarkerNative	1	src/server/steps/render.ts:887	
marquerExporté	markExported	1	src/server/steps/render.ts:1712	
marquerSourceAnalysée	markSourceAnalyzed	1	src/components/sources/use-sources.ts:47	
marques	markers	13	src/server/steps/render.ts:522	
MARQUES_ATTENDUES	MARKERS_EXPECTED	1	src/server/steps/render.ts:879	
marquesAprès	markersAfter	1	src/server/steps/render.ts:1622	
marquesIncrustées	markersBurnedIn	1	tests/server/empreinte.test.ts:216	
marquesNommées	markersNamed	1	tests/server/render.test.ts:122	
marqueur	marker	1	src/server/steps/candidates.ts:444	
MARQUEURS_PASSAGERS	MARKERS_TRANSIENT	1	src/server/steps/candidates.ts:262	
masque	mask	1	tests/lib/parcours.test.ts:67	
mauvais	bad	3	tests/core/ffmpeg-args.test.ts:579	
mauvaisCompte	badCount	1	scripts/vignettes-premier-plan.ts:213	
mauvaise	bad	2	tests/core/ffmpeg-args.test.ts:534	
MAX_CHARS_DEFAUT	MAX_CHARS_DEFAULT	1	src/core/captions/cards.ts:16	
MAX_DURATION_DEFAUT	MAX_DURATION_DEFAULT	1	src/core/captions/cards.ts:19	
médiane	median	5	scripts/mesure-premier-plan.ts:77	
meilleur	best	2	src/core/framing.ts:926	
mêmesSegments	sameSegments	2	src/lib/enregistrement.ts:39	
mêmeUnion	sameUnion	1	tests/server/contrat.test.ts:37	
mémoire	memory	3	src/components/tri/session.ts:92	
mémoireCandidats	memoryCandidates	1	src/server/vues.ts:186	
mémorisée	memoized	2	src/components/tri/ecran-projet.tsx:330	
messageDe	message	1	src/components/tri/ecran-projet.tsx:346	
messageDÉchec	messageDFailure	1	tests/server/secrets.test.ts:39	
messageDeRefus	rejectionMessage	1	tests/server/render.test.ts:1574	
messageÉpuré	messageCleaned	1	src/core/erreurs.ts:225	
messageServeur	messageServer	1	src/components/sources/textes.ts:115	
messageSûr	messageSafe	1	src/server/erreurs.ts:125	
Mesurée	Measured	1	scripts/vignettes-cadrage.ts:206	
mesures	measurements	5	scripts/mesure-ratios.ts:767	
mesuresParPlan	measurementsByShot	1	src/core/framing.ts:1138	
mieux	better	1	src/core/framing.ts:948	
migrer	migrate	1	src/server/db.ts:143	
milieu	middle	4	src/components/clip/lecture.ts:46	
minuterie	timer	2	src/components/clip/champs-textes.tsx:157	
minuteur	timer	1	src/lib/enregistrement.ts:306	
MODAUX	MODALS	1	src/components/clip/raccourcis.tsx:42	
modèle	template	3	src/server/steps/analysis.ts:434	
modèleDétection	templateDetection	1	src/server/steps/analysis.ts:299	
modif	change	2	src/components/clip/ecran-clip.tsx:300	
mois	month	1	src/core/pipeline.ts:39	
MOIS	MONTH	1	src/core/pipeline.ts:6	
moitié	half	1	src/server/steps/candidates.ts:1386	
montage	editing	7	src/components/sources/ligne-montage.tsx:32	
MONTAGE_ATTENDU	EDITING_EXPECTED	1	src/components/sources/ligne-montage.tsx:74	
MontageMuetError	EditingMuteError	1	src/server/vignettes-sources.ts:232	
montageRépond	editingResponds	1	src/server/steps/ingest.ts:151	
montageRéponds	editingRespond	1	tests/server/empreinte.test.ts:86	
montages	edits	1	src/server/sources.ts:243	
MONTAGES	EDITS	1	tests/server/sources.test.ts:25	
montageVivant	editingVivant	1	src/server/run.ts:229	
monte	mount	3	tests/lib/enregistrement-auto.test.tsx:130	
montée	totalDuration	1	src/core/framing.ts:1168	
montées	peopleInSegments	1	src/core/framing.ts:1129	
monter	mount	11	tests/components/clip/ecran-clip.test.tsx:96	
Monter	Mount	1	src/components/tri/candidate-card.tsx:215	
